yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;yolcu_sayisi
2025;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;1243;1909
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;131322;213883
2025;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6175;12322
2025;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;141591;226227
2025;7;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9254;23898
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2751;4108
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3822;5685
2025;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;2;2
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;21133;37122
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2607;3898
2025;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;51463;112172
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;7867;11296
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;60268;107185
2025;7;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9316;22326
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;33802;61821
2025;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;23968;42442
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;237118;392180
2025;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;34643;53225
2025;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Küçüksu;705;722
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;47393;98883
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;17526;30922
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;30089;54000
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;176792;307554
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;172083;277299
2025;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;162876;267265
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;600;1591
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;54217;90457
2025;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;68563;130085
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;4925;9166
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;4342;6999
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;16409;24039
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;81954;151867
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;9120;17282
2025;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;10231;23778
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;15073;30112
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;24592;52219
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5202;8052
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;8659;21725
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;21402;38530
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;104554;159491
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;8685;13195
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9780;17014
2025;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;9373;21306
2025;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;13693;25507
2025;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;38071;78202
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;491;749
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2635;5546
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;13498;20967
2025;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;15279;29009
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;155145;252404
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;30461;48844
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;17684;27982
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;39727;88328
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;924;1299
2025;8;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9893;23369
2025;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6471;12608
2025;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;332083;640637
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;125764;213052
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;318;551
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;8510;13237
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2544;3904
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;139257;225058
2025;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;126892;260875
2025;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;27548;51349
2025;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;314354;659010
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7097;12228
2025;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;43334;84448
2025;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;60526;129579
2025;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;174284;285805
2025;8;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;6576;17175
2025;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;51496;107728
2025;8;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9767;24802
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3291;4830
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;4;5
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;36800;61211
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;4495;7368
2025;8;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;7116;18710
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;108563;164859
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;23563;33499
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5640;9577
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;24558;47019
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;21282;37710
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;96602;174794
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5347;9648
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;13372;25780
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;185131;322142
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;29654;56581
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;649;1553
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;195722;317498
2025;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;86;166
2025;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;29265;70881
2025;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;56365;103588
2025;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;45303;90166
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;2;2
2025;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;19937;35987
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;90918;139194
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1079;2100
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;39245;63959
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;4727;6867
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;8672;12955
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2904;4311
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;8011;18206
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2969;5714
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1483;2182
2025;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;159411;254986
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;18132;31493
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;8030;11508
2025;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6646;12552
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;273888;452114
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;9676;15757
2025;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;1880;2672
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);46414;70115
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;12634;32968
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;159772;241107
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10515;18592
2025;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;60944;117721
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;24364;38758
2025;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;15160;29681
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;16179;23625
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1549;3387
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;90192;166384
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;10405;17607
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;44817;77376
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;16232;23649
2025;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;3031;6381
2025;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;20741;37725
2025;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;36630;55710
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;29603;44629
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;26601;51276
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;23454;47300
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;1;1
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;9016;14137
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;53368;99371
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;6771;12531
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;10913;16153
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;16725;30739
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;21080;35681
2025;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;9824;21054
2025;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;33479;73627
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;78810;126434
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;8882;14166
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;3466;5078
2025;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;37485;75558
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye Cubuklu;6726;19378
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu Arabalı;6075;17103
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5095;9377
2025;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;12987;23715
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1067;2237
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;221372;357051
2025;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;1574;1925
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;9552;24288
2025;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;60635;131806
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5287;8191
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1303;1857
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);29923;46214
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;721;1054
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;158093;248347
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;15507;22637
2025;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;132048;207490
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;15588;25458
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;20870;29079
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;14998;28498
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;12739;40544
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;15776;37519
2025;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;46844;102127
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2707;4134
2025;9;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;8620;24012
2025;9;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;8622;22684
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;20073;48552
2025;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;26951;60375
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;4953;9404
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;15276;30159
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;8505;15794
2025;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5464;10781
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;84246;145437
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;176226;308050
2025;9;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;1885;3251
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;75294;139855
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;4773;7033
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;1;1
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;716;1890
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;99648;150555
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;140218;223371
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;13798;21554
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;17370;34908
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;36085;66977
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2269;3447
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;15909;32943
2025;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;12772;23226
2025;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;37527;57245
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;12473;22540
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2924;6400
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;137368;217419
2025;9;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;1740;3214
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;146260;218952
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3134;4852
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;34311;57613
2025;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;77938;157146
2025;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;298490;655140
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1421;3733
2025;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;159067;257537
2025;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;320077;641591
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3382;5243
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;9405;18305
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2689;5835
2025;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5284;10590
2025;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;7158;10568
2025;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;330;425
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;8614;13763
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;2;3
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;15647;30032
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1743;2669
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;160685;253406
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;18299;28748
2025;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;8718;25676
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2608;6108
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;85571;142972
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;16099;31148
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;7266;10961
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;4201;6293
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1340;2704
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;159114;245644
2025;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;357862;772201
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;1878;2537
2025;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;141649;228670
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14556;48625
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye Cubuklu;8098;26250
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;22905;32870
2025;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;8701;23818
2025;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;173231;284051
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;9583;21294
2025;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;13099;23467
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;17244;25028
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;24501;48507
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;79854;147552
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;194263;344814
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;6967;13370
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5113;9618
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;47105;100539
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;38877;65818
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;20377;50427
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;14477;22688
2025;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;4977;10285
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;7185;16725
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;743;1130
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;8564;16988
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;168092;263201
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;15679;29938
2025;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;6334;16514
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1996;2999
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;28523;42401
2025;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;327413;771963
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1428;4031
2025;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;19141;48428
