yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;yolcu_sayisi
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;175794;309017
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;9082;14362
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;6353;11214
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2094;3182
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;153217;226540
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;26941;39051
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;1;1
2025;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;37360;73218
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;78707;139147
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;23127;32137
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3841;6012
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;8213;12420
2025;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;29971;66122
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;14276;20776
2025;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;24963;54750
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;12821;19504
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1328;3467
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;21582;36452
2025;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;13772;23722
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;109030;163394
2025;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;7599;13782
2025;4;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;15436;32678
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1040;1348
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2469;5664
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);23743;36048
2025;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;53127;102237
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;14878;27168
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2025;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;1727;2221
2025;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6063;11860
2025;4;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;13876;28881
2025;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;28499;52455
2025;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;313099;693815
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;149072;232424
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;76669;142875
2025;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;61037;130432
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;25424;33494
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;10287;19314
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10098;18893
2025;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;350548;706686
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;82753;130127
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;9852;17048
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;14791;27273
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11572;17875
2025;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;7671;16971
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;689;1560
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2513;5449
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;20421;41448
2025;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5723;11441
2025;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;51864;114327
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;164505;250863
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;17151;29082
2025;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;40072;61297
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;18630;35914
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6023;10499
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;33132;54840
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;10111;25736
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;4535;6626
2025;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;13475;24108
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;14105;22580
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;893;1870
2025;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;11020;22591
2025;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;134255;213456
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;17218;30283
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6652;11552
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;33765;55472
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;22585;37668
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;114221;174849
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;149818;233419
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14178;41693
2025;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;374332;787955
2025;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;37330;79146
2025;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;43301;67473
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;4138;6283
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;20936;32145
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2943;4278
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;184604;323540
2025;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5277;11201
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;77023;136699
2025;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;55898;125633
2025;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;1488;1877
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;9620;17148
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1003;2183
2025;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;332839;765234
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2904;6302
2025;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;15110;29190
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;30101;61739
2025;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;38990;77311
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;18804;36912
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;2;2
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;16417;29298
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1613;3941
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;160882;241010
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;13864;20327
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;2697;3467
2025;5;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9591;26083
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;96795;172177
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1730;2459
2025;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;62694;136086
2025;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;175771;278949
2025;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;12152;19967
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5684;9519
2025;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;14361;25307
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;10871;15806
2025;5;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9608;24221
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;17852;32176
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;12474;18862
2025;5;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;12586;28535
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;1;1
2025;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;168;267
2025;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;38511;67249
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;11687;21385
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;31181;56357
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;12609;17320
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2985;6672
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1218;1566
2025;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;10910;23028
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;29886;42620
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);34473;49509
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;30921;49609
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;172187;261679
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9537;17426
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11372;17947
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;11717;31527
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3981;6228
2025;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;139501;217018
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;746;1745
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2671;3940
2025;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5620;11529
2025;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;30250;64796
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;4352;6314
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;6466;11377
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;90644;144161
2025;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;14061;24479
2025;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;75330;138501
2025;5;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;13645;31584
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;24844;34610
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;145456;230868
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;9851;15572
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;224430;354356
2025;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;9824;20284
2025;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;100420;162319
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6864;11466
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5706;8999
2025;6;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;11113;24203
2025;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6730;12778
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10455;17053
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;53896;85806
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;103460;156008
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;24554;40642
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;19169;31566
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;169356;247444
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;6393;10823
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14417;36070
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;159909;246449
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;31156;46621
2025;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;45484;84651
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;9518;18366
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;20399;38034
2025;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;14647;25493
2025;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;52783;99669
2025;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;340164;691461
2025;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Anadolu Hisarı;2978;4288
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;2142;3136
2025;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Bostancı;1;1
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;113162;166495
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;5421;7696
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;10313;18095
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;14288;20665
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;3;3
2025;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Küçüksu;3196;5168
2025;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;39243;58118
2025;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;14773;25583
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);55627;78910
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;142;163
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;36250;57254
2025;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;65580;133327
2025;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;19989;35069
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;11599;19076
2025;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;66271;124156
2025;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;12589;25629
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;143722;240709
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;185891;284913
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;3098;4543
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;7640;10522
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;3428;6804
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;152838;234473
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;39519;57522
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;30656;55705
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;42487;75408
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;11317;16397
2025;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;3409;5807
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1283;1643
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;14971;22212
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;16067;22789
2025;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;162246;250066
2025;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;187552;293801
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;148142;232263
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;3221;4585
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11793;18047
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;3178;6107
2025;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;24568;49240
2025;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;18433;30260
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;728;1605
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;11430;17953
2025;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;60743;101116
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;4725;7130
2025;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;26468;45801
2025;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye Cubuklu;13837;28876
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;258566;405360
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;7;8
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1676;3574
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;200010;333975
2025;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;7104;13178
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;90768;156663
2025;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;50509;107651
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1099;2145
2025;6;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;10803;25181
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;31448;44160
2025;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;378993;711645
2025;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;125589;225048
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;47468;69481
2025;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;38843;62343
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1444;3624
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;11817;17874
2025;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6406;12542
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;8802;14109
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);54282;81324
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;3;3
2025;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;48885;94828
2025;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;909;1009
2025;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;55485;125350
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;35805;55622
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;36978;58765
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;31666;52800
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;12203;33852
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;151414;228460
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3382;5336
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1466;2199
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;134651;270462
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;27798;42989
2025;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;304475;650022
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;949;2040
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;24598;35451
2025;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Anadolu Hisarı;428;455
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;3056;6631
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;1;1
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;837;1183
2025;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;12773;24296
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;89672;139448
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;137684;244696
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;140483;226360
2025;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;328863;645975
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7886;14644
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;131006;214054
2025;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;31163;73238
2025;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;8415;14138
